RecordID,Path1,picfolder,itemName,Suffix,Pic_URL
14,https://github.com/Manxo/PropcomAssetPics/blob/main,/000014,/5.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000014/5.jpg?raw=1
15,https://github.com/Manxo/PropcomAssetPics/blob/main,/000015,/1.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000015/1.jpg?raw=1
15,https://github.com/Manxo/PropcomAssetPics/blob/main,/000015,/2.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000015/2.jpg?raw=1
15,https://github.com/Manxo/PropcomAssetPics/blob/main,/000015,/3.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000015/3.jpg?raw=1
15,https://github.com/Manxo/PropcomAssetPics/blob/main,/000015,/4.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000015/4.jpg?raw=1
15,https://github.com/Manxo/PropcomAssetPics/blob/main,/000015,/5.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000015/5.jpg?raw=1
16,https://github.com/Manxo/PropcomAssetPics/blob/main,/000016,/1.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000016/1.jpg?raw=1
16,https://github.com/Manxo/PropcomAssetPics/blob/main,/000016,/2.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000016/2.jpg?raw=1
16,https://github.com/Manxo/PropcomAssetPics/blob/main,/000016,/3.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000016/3.jpg?raw=1
16,https://github.com/Manxo/PropcomAssetPics/blob/main,/000016,/4.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000016/4.jpg?raw=1
16,https://github.com/Manxo/PropcomAssetPics/blob/main,/000016,/5.jpg,?raw=1,https://github.com/Manxo/PropcomAssetPics/blob/main/000016/5.jpg?raw=1
